"","county_fip_id","cty_exposure_natl_hh_income_at_age_26_p25","cty_exposure_effects_natl_hh_income_at_age_26_p75","cty_exposure_college_attendance_at_ages_18_23_p25","cty_exposure_college_attendance_at_ages_18_23_p75","cty_exposure_value_of_hh_income_at_age_26_p25","cty_exposure_value_of_hh_income_at_age_26_p75","cty_exposure_marriage_rate_at_age_26_p25","cty_exposure_marriage_rate_at_age_26_p75","racial_segregation","income_segregation","segregation_of_poverty_p25","segregation_of_poverty_p75","fraction_with_commute_less15_mins","household_income_per_capita","gini","top_1pct_income_share","fraction_middle_class_between_p25_and_p75","local_tax_rate","local_tax_rate_per_capita","local_govt_expenditures_per_capita","state_eitc_exposure","tax_progressivity","school_expenditure_per_student","student_teacher_ratio","test_score_percentile_income_adjusted","high_school_dropout_rate_income_adjusted","number_of_colleges_per_capita","college_tuition","college_graduation_rate_income_adjusted","labor_force_participation","share_working_in_manufacturing","teenage_14_16_labor_force_participation","migration_inflow_rate","migration_outlflow_rate","fraction_foreign_born","social_capital_index","fraction_religious","violent_crime_rate","total_crime_rate","fraction_of_children_with_single_mothers","fraction_of_adults_divorced","fraction_of_adults_married","median_house_price_for_below_median_income_families","median_house_price_for_above_median_income_families","median_house_rent_for_below_median_income_families","median_house_rent_for_above_median_income_families","log_population_density","location_affordability_of_very_low_income_individual","location_affordability_of_median_income_family","unemployment_rate","fraction_black","poverty_rate","segregation_of_affluence_p75","fraction_with_commute__15_mins","location_affordability_of_median_household","fraction_of_parents_in_1st_national_income_decile","fraction_of_parents_in_2nd_national_income_decile","fraction_of_parents_in_3rd_national_income_decile","fraction_of_parents_in_4th_national_income_decile","fraction_of_parents_in_5th_national_income_decile","fraction_of_parents_in_6th_national_income_decile","fraction_of_parents_in_7th_national_income_decile","fraction_of_parents_in_8th_national_income_decile","fraction_of_parents_in_9th_national_income_decile","fraction_of_parents_in_10th_national_income_decile","w2_pos_30_q1_f","w2_pos_30_q1_m","w2_pos_30_q2_f","w2_pos_30_q2_m","w2_pos_30_q3_f","w2_pos_30_q3_m","w2_pos_30_q4_f","w2_pos_30_q4_m","primary16_clinton","primary16_sanders","no_college","county_component_pc1","county_component_pc2","county_component_pc3","county_component_pc4","county_component_pc5"
"1",51101,0.4405469,-0.7472643,-1.447915,-2.891948,499.9844,-1013.742,-2.545846,-1.40534,0.0236255,0.006705,0.0114418,0.0059425,0.1700171,39915.16,0.33925,0.0006176,0.53307,0.0231511,0.7680748,1.888298,0,0,6.9228548,16.74188,-2.215664,-0.0301245,0,0,0,0.6859152,0.1732895,0.51361,0.05857295,0.036665145,0.0123231,0.70045209,0.4388407,0.001065,0.0050205,0.1462585,0.0786441,0.6294431,101381.7121,101292.3304,568.313,579.716,3.865529,162.9634,53.61791,0.0292276,-0.9157415,-1.040532,-2.801126,-1.583843,0.9014153,0.0318823,0.066217,0.0784795,0.0809319,0.0870631,0.1342735,0.1434703,0.1870018,0.1465359,0.0441447,0.681818182,0.625,0.777777778,0.653846154,0.85,0.916666667,0.944444444,0.767441861,0.719,0.269,1,2.86376387218254,1.16172910740878,-3.31083428140227,-0.818599598111623,-3.25899474096532
"2",8071,-0.2782724,-0.2423834,-5.988059,-3.170341,-689.5768,-165.8429,2.773036,-0.043835,0.0331383,0.0162349,0.0212769,0.0143046,0.5898936,33266.04,0.36482,0.0004623,0.477,0.0245025,0.5939702,2.520886,1.428571,0,6.5466342,15.96322,-8.799986,0.0224716,0.0657592,1386,0.022213,0.5467278,0.037031,0.51286,0.012691524,0.018281055,0.023476,0.51680663,0.7930558,0.0040113,0.0130203,0.2362205,0.1179854,0.5274012,81973.42048,81023.36449,396.888,420.084,1.158858,129.7931,58.52598,0.045664,-0.0952542,-0.0644698,-0.2477862,0.2739758,-1.151032,0.0863547,0.1628214,0.1443639,0.1463415,0.1285432,0.1140409,0.0863547,0.0593276,0.0461437,0.0257086,0.934782609,0.8125,0.803571429,0.784313726,0.8,0.9,0.875,0.838709677,0.386,0.512,0,-1.98575162859515,-1.10317774763463,3.0709230483968,-0.241117480244654,0.94588402995986
"3",8001,0.0116523,-0.0495838,-0.0244996,-0.3726004,-41.04482,-552.5038,-0.3234307,-0.3057511,0.1065858,0.0983386,0.0855044,0.1098819,0.1944003,35684,0.33428,0.0007181,0.60073,0.0282529,0.842234,2.370083,1.428571,0,5.2512903,20.13796,-10.71118,0.03934,0.024735,7229.85,-0.085407,0.7057016,0.1201402,0.51009,0.080421704,0.067444078,0.125291,-1.2320217,0.3034956,0.0015034,0.0086739,0.1989018,0.1162408,0.5612465,137866.9546,166459.5123,748.944,926.441,5.721187,152.5666,48.7554,0.0404925,-0.2265121,0.1899182,0.1351909,-0.806941,-0.0540534,0.0314642,0.0485511,0.072205,0.0939463,0.1129778,0.1370143,0.1576078,0.1607001,0.1243903,0.0611432,0.745247148,0.697508897,0.725217391,0.802607076,0.719687093,0.822493225,0.786681716,0.853113984,0.383,0.61,0,7.25575829070248,-2.21871694816473,-1.6180551103695,-0.00385608532348572,2.66962835372757
"4",19119,-0.1289033,-1.48352,0.8856826,0.7211205,95.83726,-1247.724,-1.161581,-2.245765,0.0054965,0.0078897,0.0082271,0.0069798,0.4678251,33483.77,0.24037,0.0004906,0.74411,0.0202316,0.5727912,1.735358,3.714286,2.86,6.3870057,14.604277,14.63682,-0.0126777,0,0,0,0.6829268,0.1834429,0.70962,0.014112046,0.020147921,0.0094364,2.8178661,0.875712,0.000255,0.0009351,0.0785204,0.041965,0.6650512,63615.52941,66351.58501,369.506,362.297,2.996837,135.418,56.71712,0.0233786,-0.0121815,0.0709902,0.0988058,-3.580861,0.9939587,0.0224558,0.0353559,0.0807453,0.1175346,0.1858576,0.2016245,0.1638796,0.1175346,0.046345,0.028667,0.842105263,0.928571429,0.764705882,0.846153846,0.828571429,0.907216495,0.814814815,0.878787879,0.402,0.568,1,-0.962381358492465,7.12532747073655,0.431683470637417,1.17155955095787,-0.971182165525279
"5",13217,0.339208,0.4386407,-0.1809135,-0.8599395,448.2895,216.3576,-0.2758398,0.4393069,0.0903279,0.0303346,0.0341336,0.0258757,0.2222699,35354.39,0.51275,0.0011174,0.47305,0.0237131,0.6730052,2.736079,0,0,5.0686765,17.135927,-9.544084,0.0218348,0,0,0,0.6604159,0.2114566,0.31429,0.105014435,0.06003129,0.0246125,-2.0933865,0.4143159,0.0017096,0.0074515,0.2138297,0.1070289,0.5893774,101290.3782,105308.4112,585.239,603.887,5.412937,152.4919,53.53808,0.0356797,-0.9118397,0.1815726,-2.624971,0.9981205,0.3292331,0.0897436,0.1321141,0.147778,0.1179683,0.10181,0.0829726,0.0871261,0.0790767,0.094345,0.0574777,0.736842105,0.620689655,0.545454546,0.727272727,0.8,0.808988764,0.884057971,1,0.78,0.215,1,1.77557632931757,-4.3539887983165,-3.2232988875646,-1.45718729159998,-1.94548673599066
"6",13051,0.0953561,0.1791046,0.2831742,-0.7936049,18.08731,175.2051,-0.3087037,1.026001,0.2772165,0.1146352,0.1089904,0.118164,0.2900329,38748.96,0.58086,0.0014311,0.45011,0.0317214,1.009874,2.369931,0,0,6.1090374,16.731727,-19.27344,0.0790879,0.0215473,7687.04,-0.0009867,0.6279367,0.1076461,0.41044,0.037095773,0.043956423,0.0396858,-1.276473,0.4507559,0.0026848,0.0109072,0.3241503,0.1132612,0.490158,86866.95736,117331.5185,580.676,701.769,6.27222,142.1921,53.45769,0.0353914,0.9376087,0.5069761,0.8003194,-0.1562839,-0.2413385,0.1301029,0.1605045,0.127315,0.1007966,0.0858281,0.0784932,0.0775639,0.079688,0.07846,0.0812479,0.736009732,0.650366748,0.811700183,0.740869565,0.79787234,0.743697479,0.831730769,0.853932584,0.723,0.272,0,3.43624371550795,-7.81722870722353,2.62252025614338,1.29098505553155,0.115752012338648
"7",37123,0.7820524,-0.0232473,0.8161583,-1.050171,335.6212,278.4505,-0.4805323,4.442323,0.1206867,0.0082903,0.0072177,0.0078697,0.3388129,30831.02,0.37583,0.0007295,0.50442,0.0160656,0.4124904,1.640195,0,1,4.9633606,15.601914,-10.29588,0.0254999,0.0372828,880,-0.1156616,0.5969378,0.3936602,0.33187,0.020356424,0.024979494,0.0802699,-1.8806346,0.4512714,0.0019387,0.0085378,0.2025524,0.0773097,0.5969658,75637.18894,81774.63849,414.035,408.428,3.999314,122.744,68.14768,0.0689601,-0.9853163,-0.1244849,-0.9889928,0.3910144,2.610283,0.0803164,0.1372072,0.171585,0.1524186,0.1064801,0.1186492,0.0964405,0.075753,0.0331609,0.027989,0.67032967,0.67948718,0.842696629,0.726415094,0.916666667,0.753846154,0.772727273,0.857142857,0.549,0.355,0,-2.56819010881854,-2.83941145511918,-1.25922954845786,0.182090407904147,-0.628339151102702
"8",41063,1.190092,-0.0926908,-3.30544,-0.1982939,604.7978,-3334.987,1.21258,5.735437,0.0040748,0.0019096,0.0007387,0.001687,0.6440992,34762.17,0.55843,0.0030487,0.62281,0.016023,0.4679497,3.575315,1.190476,0,6.280112,15.632913,13.56621,-0.0353652,0,0,0,0.6074256,0.1091029,0.58859,0.010102408,0.013838915,0.0084417,0.2026406,0.3736507,0.0004152,0.0047052,0.1770833,0.1035897,0.6365812,111590.5245,116088.0546,449.929,451.898,0.8317639,136.6336,61.05631,0.0923683,6.33e-10,3.65e-09,-5.33e-10,-4.08e-10,-1.21e-09,0.0536993,0.0823389,0.1193317,0.1062052,0.1491647,0.2016706,0.1372315,0.0727924,0.0369928,0.0405728,0.714285714,0.882352941,0.655172414,0.878787879,0.84375,0.870967742,0.769230769,0.8125,0.401,0.599,1,-1.31434975113785,2.18405607520219,0.827869192960801,-1.58587204564663,1.92002530238984
"9",39037,-0.7689465,0.2476977,-0.1731992,0.1234641,-238.1956,-1355.307,-0.1314435,-0.6275109,0.0362757,0.0268803,0.02934,0.0277774,0.378226,35842.2,0.30457,0.0007487,0.69007,0.0178927,0.5389507,1.538373,0,2.66,5.0374371,16.741841,5.874784,0.0076699,0,0,0,0.6568216,0.2975821,0.53688,0.019490142,0.023316888,0.0069407,1.2048856,0.4226866,0.0001143,0.0026675,0.1454412,0.0964409,0.6168676,86969.72973,91141.09286,456.301,458.379,4.487267,129.569,58.20785,0.0427832,-1.35148,-0.4675316,-1.701478,0.8636198,0.9586871,0.0226169,0.0474061,0.0732175,0.1188347,0.1576795,0.1740353,0.162024,0.1252236,0.0706619,0.0483005,0.782051282,0.779411765,0.769633508,0.841836735,0.825581395,0.853333333,0.81871345,0.928176796,0.542,0.434,1,0.3837574268165,3.21703474598699,-1.66266318969152,0.973862379329968,0.0205087107448225
"10",8009,-0.6174332,0.4821891,1.216838,-0.0826366,-254.18,-8326.935,-0.5777127,1.056759,0.0005478,0.001438,0.0023591,0.0005164,0.6666667,31259.88,0.30512,0.0006761,0.62567,0.0405289,1.075944,3.379061,1.428571,0,7.4737443,10.816667,-12.51724,0.0577986,0,0,0,0.5763561,0.0247158,0.52128,0.013113911,0.020663562,0.0247952,0.66462386,0.4027009,0.0013283,0.0033208,0.1478743,0.0908842,0.6304407,44877.85714,45358.67769,297.548,297.207,0.569515,115.6043,58.9299,0.0298324,6.33e-10,3.65e-09,-5.33e-10,-4.08e-10,-1.21e-09,0.0777096,0.1083845,0.1635992,0.196319,0.1881391,0.0981595,0.0797546,0.0429448,0.0224949,0.0224949,0.666666667,0.8,0.875,0.52173913,0.666666667,0.928571429,0.620689655,1,0.319,0.298,1,-4.4239569862998,1.06832544769555,1.53865625298482,-2.92796696719643,0.78191033151247
"11",48173,-0.3696431,0.2100814,1.31517,-0.1864454,-709.3173,98.98768,1.530335,5.934912,0,0,0,0,0.4859813,35986.25,0.29763,0.0004515,0.55932,0.0661588,2.759502,2.982723,0,0,12.467593,12.428704,16.64556,-0.0365597,0,0,0,0.6191426,0.0317195,0.4386,0,0.03661163,0.140825,-1.2829795,0.5938833,0,0.0021337,0.0492611,0.0464217,0.6779497,56400,56400,331,331,0.4452816,157.9803,44.89345,0.0310391,-0.5431054,-0.9554735,-1.192988,-3.386082,-3.609158,0.0767908,0.084474,0.0705162,0.13516,0.1276715,0.1506955,0.1087344,0.1076321,0.068892,0.0303867,0.333333333,0.538461539,0.9375,0.857142857,0.7,1,0.875,0.894736842,0.5,0.5,1,-0.569923363174007,4.18072190117867,0.918739918319862,-4.16324133139607,-1.16656366501003
"12",21049,0.7607491,0.2132549,0.4271052,-0.3444913,374.609,33.01074,1.196959,-0.6424333,0.1141873,0.0535703,0.0557642,0.0554052,0.3492555,34467.15,0.37888,0.000741,0.56933,0.0144754,0.4147003,1.587402,0,0.2,5.2054134,17.899129,-8.540936,0.0119845,0,0,0,0.6334628,0.2045874,0.40873,0.035722906,0.02591721,0.0096548,-0.40959559,0.5481837,0.0019913,0.0092324,0.2086596,0.1108757,0.6080575,91243.02554,108216.809,488.655,530.731,4.870062,134.5916,54.25012,0.0533365,-0.5180673,-0.3700125,-0.7375361,0.1012383,-0.0645519,0.0614583,0.0838542,0.090625,0.0924479,0.1127604,0.1140625,0.1299479,0.1346354,0.1210938,0.0591146,0.6,0.759259259,0.822580645,0.730769231,0.851851852,0.843373494,0.817204301,0.736263736,0.455,0.475,1,1.70086108649054,-1.14689021850835,-1.34128014591696,0.576939736236783,0.649319745488333
"13",47065,0.0170025,-0.129113,0.1246195,0.0008491,19.61551,-283.7528,0.2158883,-0.0769986,0.3293981,0.0905981,0.0960195,0.0856347,0.2654652,39198.18,0.52904,0.001619,0.47385,0.018698,0.6132782,3.548673,0,0,4.8820272,17.248285,-16.61258,0.0305183,0.0162393,3939.63,-0.0643897,0.6463296,0.1658086,0.41255,0.026258867,0.028129628,0.0301953,0.20986133,0.5822291,0.0032933,0.01051,0.2563083,0.1197753,0.5479278,87777.19378,113842.1375,507.624,598.907,6.341439,133.0431,57.00979,0.0368217,0.7934508,-0.0822899,0.8159847,0.2000171,-0.3885522,0.0868687,0.1082614,0.1116746,0.1025647,0.0938394,0.0979497,0.1009302,0.0976372,0.1029733,0.0973007,0.700514139,0.626474443,0.752293578,0.756272401,0.785714286,0.82884097,0.798507463,0.859697387,0.644,0.347,0,2.96742905316014,-5.2507566935944,1.78456963383293,1.69507490381681,0.881132034062288
"14",5079,0.2219695,1.632395,0.6249474,3.207003,239.2128,1814.311,1.360207,3.438188,0.1456255,0.0219406,0.0171048,0.0184838,0.3654448,19187.57,0.29054,0.0004087,0.52481,0.0119525,0.1930606,0.9225712,0,1,4.5442697,17.300539,-0.5057813,-0.0083686,0,0,0,0.4271154,0.2229409,0.26407,0.021391112,0.021046094,0.0072454,-2.3352476,0.3961496,0.0013111,0.0020701,0.2459569,0.087938,0.6009097,49699.32171,53978.94737,394.04,406.135,3.251272,119.9312,62.42352,0.068649,-1.109218,-0.6038795,-0.7472582,-0.7378595,-0.4244653,0.092034,0.1724671,0.1778809,0.1392111,0.1384377,0.1020882,0.0672854,0.0572312,0.0394432,0.0139211,0.68627451,0.78,0.827586207,0.647058824,0.878787879,0.903225807,0.764705882,1,0.757,0.192,1,-4.45384238477661,-2.26346623645243,-1.55843447539551,0.726150109779421,-1.44785311280005
"15",27073,-0.9964827,3.071812,-2.752035,1.611141,-319.3355,1359.266,-2.100523,10.51126,0.0116593,0.0018109,4.51e-05,0.0012052,0.5374815,36784.68,0.29211,0.0012102,0.759,0.0157775,0.4838637,2.606903,17.28572,2.5,7.1140351,14.796867,10.21334,-0.0311484,0,0,0,0.6255902,0.1307632,0.71137,0.003346969,0.008801289,0.009669,3.3339093,1.118879,0.0003719,0.0018594,0.0886486,0.06062,0.6348987,41713.3829,42846,341.799,342.295,2.355838,129.4053,55.61469,0.040974,-0.0558436,-0.1435583,-0.4904516,-0.3155896,0.3537301,0.0233333,0.0425,0.0608333,0.0975,0.1658333,0.205,0.19,0.1275,0.045,0.0425,0.815789474,0.846153846,0.857142857,0.769230769,0.930232558,0.866666667,0.933333333,0.805555556,0.465952381,0.464285714,1,-1.02014148227168,7.04833565804707,2.40817772133041,1.67512267240267,-1.80913518194108
"16",6009,-0.4652794,-0.296301,1.459008,-0.2538347,-705.2764,-323.7548,-0.4387424,-0.2253436,0.0139573,0.0174276,0.0199926,0.0127443,0.3152439,41266.1,0.35474,0.0005048,0.55401,0.0211556,0.7499532,3.106413,0,6.3,6.1527019,22.90181,-15.07883,0.0500331,0,0,0,0.5397474,0.0677077,0.47821,0.062311979,0.033782118,0.0300587,-0.42160649,0.1847907,0.0039947,0.0064112,0.1936291,0.1219608,0.6200349,155939.1546,157946.0911,626.287,652.568,3.682794,183.6545,56.53425,0.0546104,-0.6674649,-0.469042,-2.680447,0.6680155,1.675783,0.0569452,0.0784992,0.0705162,0.0840873,0.1144226,0.1245343,0.1471527,0.1383715,0.1319851,0.0534859,0.696428571,0.65,0.742857143,0.792682927,0.658536585,0.773809524,0.695652174,0.830188679,0.513,0.467,1,3.44908078096788,-1.4894012360888,-3.51378983279306,-3.50784962631245,1.22017283256714
"17",47173,-0.0650063,0.0219626,0.8815508,0.508291,102.8625,50.87218,0.0099814,5.892474,0.0115384,0.0063515,0.0054643,0.0067001,0.1690632,24229.48,0.31821,0.0004891,0.52841,0.0093033,0.1900833,1.044691,0,0,3.6569194,14.743511,-8.478786,-0.0148265,0,0,0,0.5729341,0.2347663,0.4306,0.040150494,0.041891285,0.0026393,-2.6274345,0.3171047,0.0024146,0.0046608,0.1560669,0.1063526,0.647252,79217.27426,79461.66667,390.666,394.467,4.377708,128.6794,57.43529,0.04353,-0.6642561,1.769667,-2.676296,-2.252884,-0.1019136,0.1014009,0.1200801,0.1387592,0.1347565,0.155437,0.1360907,0.1194129,0.0647098,0.0220147,0.0073382,0.692307692,0.55,0.755555556,0.738095238,0.685714286,0.825,0.833333333,0.904761905,0.601,0.373,1,-2.92722889432475,-1.32124815485367,-4.02611047235426,-0.627317233068358,-0.178513048108392
"18",12121,0.5276894,0.3381352,-0.5191681,-0.8457642,450.8749,877.6251,1.610377,2.265259,0.0767882,0.0030285,0.0019987,0.0026489,0.2657257,28038.78,0.34411,0.0006009,0.52053,0.015043,0.3862957,1.719679,0,0,6.3091779,21.512883,-4.187909,0.015824,0,0,0,0.5445117,0.0994102,0.32022,0.04738262,0.027809666,0.0468086,-1.1675543,0.5037883,0.001453,0.0043426,0.2106855,0.1159664,0.598963,69291.29993,71410.26293,379.413,380.429,3.925371,129.4396,65.25906,0.0495382,-1.028102,0.0427506,-0.1678845,-1.663887,0.3756764,0.093985,0.1414112,0.1593407,0.1443031,0.1414112,0.1275304,0.0931174,0.0529208,0.0309427,0.0150376,0.710280374,0.715789474,0.716535433,0.824561404,0.837837838,0.881188119,0.879310345,0.872727273,0.422,0.443,1,-2.6938842797426,-1.33454754587141,-1.97223161558919,-0.518711521700641,0.323810164644392
"19",36077,0.2543262,1.428354,0.5673785,0.0542483,248.408,1049.241,0.316429,1.076038,0.0506781,0.0175703,0.0242945,0.0063457,0.4117924,30060.78,0.40208,0.0009753,0.55995,0.0344514,0.9667862,2.497893,6.904762,0,8.6295934,14.556792,6.388854,-0.0241826,0.0324275,7002.38,0.242345,0.6379762,0.1046339,0.49432,0.021645373,0.019164667,0.0229587,0.48554809,0.3492282,0.001443,0.0059991,0.1977336,0.0833069,0.5484407,77020.66951,77879.24909,488.258,491.551,4.119103,138.9784,58.65284,0.0427848,0.0523651,0.2143253,-0.0409099,0.1374744,-0.4252735,0.0487421,0.0841195,0.1166143,0.1146488,0.1315514,0.1333857,0.129848,0.1048218,0.0855608,0.0507075,0.769911504,0.754237288,0.790575916,0.838541667,0.875,0.853535354,0.877300614,0.90131579,0.409,0.591,0,0.45347700168635,1.23336072305308,1.99340867187184,0.610184679379108,0.315731799887998
"20",26013,1.498461,-0.2728385,1.478475,-0.3530731,1414.656,1766.961,0.5810544,2.723657,0.0381927,0.0003759,3.63e-05,0.0002536,0.5649272,29110.63,0.3786,0.0015394,0.65986,0.0237541,0.5867488,2.794066,0,0,6.1011288,16.97634,-3.198911,0.0346574,0,0,0,0.5422786,0.1629566,0.57567,0.010519094,0.010176081,0.0075463,0.09520276,0.5609422,0.0002287,0.0020581,0.2174359,0.0920202,0.5102557,66803.99334,66881.6,339.526,341.107,2.269526,124.8274,58.16357,0.0878547,0.377277,-1.193596,-0.2999713,0.3541172,-1.313985,0.0563771,0.0683919,0.0868762,0.1136784,0.12939,0.1645102,0.181146,0.1099815,0.0563771,0.0332717,0.777777778,0.807692308,0.761904762,0.8,0.925925926,0.852941177,0.75,0.9375,0.404,0.555,1,-1.93883447974186,2.1631822450333,0.844251995396088,0.342375897256512,1.34747873853578
"21",8057,-0.3650479,-2.036214,1.216838,-0.6406995,-542.961,-2450.903,-0.5777127,-4.234395,0,0,0,0,0.7321712,31589.98,0.32766,0.0007634,0.67164,0.0409625,1.067913,3.439252,1.428571,0,7.7183544,13.831646,10.63115,0.0052186,0,0,0,0.6674718,0.0290038,0.61972,0.019399955,0.02071902,0.0190235,-0.05253615,0.2111604,0.0006341,0.0025365,0.1968912,0.1111111,0.6099291,86000,86000,388,388,-0.0227034,121.5776,55.38331,0.0346821,-0.1150323,-1.772553,-2.483854,-0.5171761,0.6773809,0.0418118,0.0899471,0.1313814,0.1410788,0.1382042,0.1811518,0.1313333,0.1050014,0.0596615,0.0186667,0.638888889,0.736842105,0.666666667,0.947368421,0.833333333,0.962962963,0.764705882,0.922018349,0.556,0.444,1,-1.89459972930284,3.75543252057489,0.251464702862459,-2.41266054395973,0.90402814221646
"22",8029,-0.0880296,1.714779,-0.3567439,0.0608263,238.3102,2060.863,-0.1843347,2.864759,0.0616181,0.005984,0.0061577,0.0060506,0.4717186,33721.48,0.37839,0.000903,0.57331,0.0209311,0.5620591,2.369495,1.428571,0,5.8445252,17.521493,-1.644668,0.0155613,0,0,0,0.5486565,0.0755411,0.51939,0.025903571,0.024897607,0.0418553,-0.23344815,0.360171,0.0007545,0.0041676,0.1687987,0.1145494,0.6415482,114095.6044,116962.0932,510.169,515.379,3.193384,141.9505,59.70683,0.0412951,0.0143818,0.3197491,-1.597691,0.1344648,2.262489,0.0638667,0.0999653,0.1055189,0.1284276,0.1457827,0.146824,0.1266921,0.0982298,0.0555363,0.0291565,0.625,0.758064516,0.810810811,0.815789474,0.777777778,0.835443038,0.824561404,0.857142857,0.295,0.696,1,-0.489263576296037,1.05704527028784,-1.15189144194356,-2.00627244799039,1.38822397586524
"23",20167,-0.7223105,-1.117192,4.199377,5.248048,-1014.311,-215.0388,-2.788974,0.2128133,0.0050317,0.0034079,0.00805,9.96e-05,0.6891192,35595.66,0.27816,0.0007164,0.68249,0.0345593,1.112061,3.070964,1.904762,0.2,6.2573418,12.8,8.107102,-0.001934,0,0,0,0.5886371,0.0898611,0.61204,0.005291723,0.016010855,0.0066486,0.71518095,0.6515604,0.0005427,0.0044776,0.1973039,0.1149237,0.5847973,38742.83122,39986.49789,326.835,324.473,2.119946,121.1151,59.24335,0.0508526,-0.0089304,-0.1849595,-1.209488,-0.4359842,1.463476,0.0420819,0.0708749,0.1207087,0.13732,0.1860465,0.1738649,0.124031,0.0919158,0.0276855,0.0254707,1,0.833333333,0.857142857,0.964285714,0.861111111,0.925,0.9375,0.923076923,0.478978495,0.459301075,1,-3.26084508228912,4.53997603013097,2.4434994622008,0.0135391174255567,-0.845541156097315
"24",19065,-0.4116042,-0.9924899,0.9693577,-0.1058582,11.04307,46.23097,0.8403027,-0.2818763,0.0439206,0.0076515,0.0078034,0.0041152,0.5620789,34053.73,0.27375,0.000663,0.69383,0.0266869,0.7492103,2.392986,3.714286,2.86,5.9042632,15.855464,4.51269,-0.0216145,0.045438,11290,-0.0294269,0.6326826,0.1764198,0.67953,0.019810978,0.016266812,0.0106779,1.9710861,0.7578154,4.54e-05,0.000727,0.1614232,0.0814958,0.5794499,57578.21388,58554.14894,352.234,347.935,3.404851,130.3742,60.04626,0.04677,-0.5016857,-0.0227217,-1.044594,1.606727,1.947497,0.0333674,0.0629894,0.0858018,0.1310861,0.1726251,0.1726251,0.1624106,0.1072523,0.0456248,0.0262172,0.75,0.742857143,0.857142857,0.819277108,0.845454546,0.857142857,0.936708861,0.881355932,0.526,0.469,0,-1.11736007869978,4.08737342932084,1.58286371455644,1.94854977147628,-0.0321641749026758
"25",21067,0.1745538,-0.1712964,-0.0436674,0.3257437,163.5523,-36.2925,1.298502,-0.0434988,0.1622784,0.1131219,0.100099,0.1215614,0.3420494,38379.21,0.53279,0.001534,0.42451,0.0225248,0.7513068,1.529672,0,0.2,6.3061224,16.047694,-1.160974,0.0277335,0.019193,3553.82,0.0908027,0.6984719,0.1196703,0.43136,0.034961921,0.040558592,0.0592986,0.41150219,0.4730838,0.0029829,0.0044874,0.254809,0.1100325,0.494196,99958.73555,139722.4093,535.01,622.235,6.819617,128.7085,52.05657,0.0374444,0.5207392,0.2259239,1.470028,-0.0623715,-0.8525267,0.0703633,0.0815207,0.0889966,0.0734062,0.0754724,0.0812202,0.0947444,0.1207408,0.1492543,0.1642812,0.781105991,0.700483092,0.777777778,0.762910798,0.829333333,0.81530343,0.838852097,0.864271457,0.528,0.45,0,5.18940922669015,-4.27473639180728,2.37664406636723,2.14990148930655,-0.0176149291010207
"26",48093,-1.140084,4.279088,-0.1824969,2.932443,-506.6177,3580.667,-0.553003,2.919153,0.0276434,0.0142771,0.0112046,0.0143137,0.4737236,30101.94,0.47177,0.0017061,0.50794,0.0161911,0.4365145,1.681339,0,0,5.0457985,13.885464,6.216551,-0.0212477,0,0,0,0.5639828,0.1168677,0.48249,0.02267218,0.022743476,0.0712249,-0.99115801,0.6482247,0.000713,0.0018537,0.1620146,0.0762231,0.6528516,46754.38596,47746.47887,357.665,358.326,2.705248,125.4293,64.10687,0.0409727,-0.0186223,0.3328,-0.2312689,-1.079241,1.345423,0.0672926,0.143975,0.1322379,0.1604069,0.1384977,0.1236307,0.0954617,0.0719875,0.0359937,0.0305164,0.692307692,0.785714286,0.775,0.916666667,0.787878788,0.896551724,0.764705882,0.833333333,0.633,0.338,1,-3.30504547097324,0.388154250254309,0.422121724412913,-0.893067860872227,-1.59448998714978
"27",26091,0.4631795,-0.1701971,0.4439213,0.1498682,172.4508,-205.0223,0.5627741,-0.4377304,0.1131255,0.0381718,0.0361669,0.0420292,0.3677623,36583.66,0.3027,0.0006478,0.55904,0.0237244,0.74343,1.938191,0,0,5.7577665,20.459379,-1.105453,-0.0001888,0.0303367,8854.39,0.0477609,0.6452839,0.2865977,0.48605,0.023248053,0.021276165,0.0164931,0.4284718,0.398463,0.0007382,0.0030134,0.1809004,0.0916385,0.6027243,103183.9558,116079.7689,519.842,527.891,4.881021,141.0878,57.13169,0.0526175,-0.3309538,-0.3836675,-0.2502179,0.28198,-0.1589665,0.0299117,0.0495851,0.0611617,0.0760171,0.0976981,0.1211188,0.1592612,0.1744513,0.1597966,0.0709984,0.706422018,0.71875,0.780748663,0.775330397,0.805555556,0.832278481,0.810185185,0.857758621,0.437,0.539,0,3.19152173669838,0.722615825435916,-0.915263445988475,1.55875486810464,1.02945176921644
