"","census_county_fips","primary16_clinton","primary16_sanders"
"2916",31059,0.5,0.5
"2917",27131,0.465952381,0.464285714
"2918",37135,0.484,0.499
"2919",18137,0.494,0.506
"2920",9001,0.599795885,0.380203456
"2921",41049,0.468,0.532
"2922",41023,0.359,0.641
"2923",30107,0.432,0.468
"2924",28159,0.863,0.121
"2925",26021,0.526,0.471
"2926",40073,0.332,0.585
"2927",16017,0.205,0.793
"2928",19029,0.6,0.38
"2929",1075,0.616,0.241
"2930",17069,0.404,0.554
"2931",10001,0.588,0.399
"2932",18085,0.393,0.607
"2933",29027,0.445,0.542
"2934",12125,0.367,0.516
"2935",22091,0.838,0.111
"2936",54023,0.421,0.464
"2937",39141,0.572,0.414
"2938",6071,0.572,0.415
"2939",45077,0.555,0.441
"2940",4019,0.573,0.409
"2941",42109,0.504,0.484
"2942",20105,0.48,0.46
"2943",12117,0.583,0.399
"2944",13003,0.798,0.194
"2945",22089,0.692,0.242
"2946",13129,0.575,0.41
"2947",51660,0.336,0.661
"2948",24019,0.602,0.318
"2949",13273,0.881,0.115
"2950",36093,0.472,0.528
"2951",30097,0.43,0.53
"2952",49039,0.141,0.849
"2953",19087,0.5,0.5
"2954",26067,0.34,0.641
"2955",8031,0.45,0.544
"2956",1129,0.575,0.214
"2957",38089,0.416666667,0.503333333
"2958",5037,0.742,0.217
"2959",48479,0.719,0.239
"2960",2105,0.192197205,0.807756211
"2961",29075,0.48,0.494
"2962",53035,0.274,0.725
"2963",30013,0.527,0.402
"2964",29999,0.483335777,0.503229499
"2965",29049,0.462,0.514
"2966",48089,0.748,0.237
"2967",29059,0.429,0.557
"2968",12007,0.487,0.418
"2969",51197,0.552,0.442
"2970",16015,0.321,0.679
"2971",18093,0.392,0.608
"2972",12067,0.3,0.509
"2973",29041,0.521,0.445
"2974",29101,0.425,0.562
"2975",13173,0.765,0.225
"2976",31017,0.462,0.538
"2977",28075,0.835,0.156
"2978",27015,0.465952381,0.464285714
"2979",11071,0.779895432,0.21008905
"2980",2013,0.218531421,0.781441257
"2981",20073,0.57,0.4
"2982",36051,0.401,0.599
"2983",21223,0.383,0.5
"2984",31099,0.486,0.514
"2985",13139,0.603,0.389
"2986",39169,0.513,0.48
"2987",28053,0.942,0.044
"2988",21181,0.422,0.502
"2989",20093,0.478978495,0.459301075
"2990",34029,0.546,0.454
"2991",48239,0.706,0.249
"2992",40131,0.396,0.529
"2993",16047,0.364,0.636
"2994",48129,0.478,0.507
"2995",30089,0.384,0.558
"2996",28033,0.733,0.263
"2997",46117,0.482,0.518
"2998",28125,0.914,0.081
"2999",19041,0.494,0.506
"3000",41017,0.467,0.533
"3001",48235,0.651,0.326
"3002",36027,0.485,0.515
"3003",20043,0.478978495,0.459301075
"3004",19181,0.553,0.433
"3005",51550,0.741,0.255
"3006",18065,0.455,0.545
"3007",18077,0.529,0.471
"3008",48013,0.717,0.253
"3009",46015,0.454,0.546
"3010",50025,0.120103167,0.869893076
"3011",39001,0.568,0.413
"3012",40019,0.323,0.55
"3013",20087,0.478978495,0.459301075
"3014",13025,0.491,0.441
"3015",31063,0.643,0.357
"3016",19195,0.454,0.546
"3017",51540,0.464,0.533
"3018",31031,0.645,0.355
"3019",21003,0.46,0.474
"3020",11003,0.779895432,0.21008905
"3021",27013,0.525,0.445
"3022",2290,0.231189889,0.76878545
"3023",6011,0.512,0.458
"3024",21023,0.325,0.549
"3025",18181,0.437,0.563
"3026",8097,0.453,0.547
"3027",19069,0.568,0.422
"3028",38013,0.444583333,0.477083333
"3029",1017,0.886,0.095
"3030",48439,0.651,0.342
"3031",40037,0.42,0.509
"3032",51830,0.491,0.507
"3033",55043,0.402,0.593
"3034",6067,0.569,0.421
"3035",48197,0.394,0.489
"3036",18081,0.402,0.598
"3037",25021,0.529932023,0.450144041
"3038",40039,0.336,0.571
"3039",12091,0.52,0.431
"3040",18161,0.5,0.5
"3041",33015,0.423472889,0.576527111
"3042",30037,0.386,0.414
"3043",48133,0.557,0.397
"3044",35059,0.448,0.552
"3045",48131,0.762,0.175
"3046",45085,0.866,0.127
"3047",6079,0.506,0.486
"3048",17075,0.375,0.606
"3049",48111,0.615,0.333
"3050",1039,0.773,0.197
"3051",18021,0.47,0.53
"3052",2068,0.167826087,0.829565217
"3053",22099,0.665,0.246
"3054",20115,0.478978495,0.459301075
"3055",39113,0.594,0.401
"3056",6069,0.577,0.41
"3057",18139,0.426,0.574
"3058",48073,0.742,0.242
"3059",18029,0.527,0.473
"3060",20049,0.478978495,0.459301075
"3061",16059,0.181,0.755
"3062",20157,0.478978495,0.459301075
"3063",51690,0.753,0.238
"3064",39029,0.526,0.458
"3065",4017,0.597,0.354
"3066",37039,0.439,0.437
"3067",48057,0.675,0.28
"3068",21055,0.356,0.51
"3069",28021,0.903,0.09
"3070",17001,0.507,0.472
"3071",53013,0.231,0.769
"3072",48079,0.5,0.375
"3073",35001,0.491,0.509
"3074",31047,0.312,0.688
"3075",11017,0.779895432,0.21008905
"3076",51059,0.63,0.364
"3077",55037,0.369,0.618
"3078",4012,0.517,0.433
"3079",8117,0.395,0.6
"3080",30021,0.464,0.47
"3081",40117,0.405,0.511
"3082",47037,0.653,0.338
"3083",54069,0.389,0.53
"3084",21201,0.32,0.596
"3085",17051,0.48,0.499
"3086",13291,0.563,0.41
"3087",37075,0.443,0.407
"3088",37071,0.541,0.403
"3089",55041,0.481,0.511
"3090",38083,0.444583333,0.477083333
"3091",2198,0.188924188,0.811054152
"3092",48209,0.469,0.518
"3093",51053,0.833,0.161
"3094",46063,0.259,0.741
"3095",51069,0.505,0.488
"3096",40091,0.402,0.496
"3097",31169,0.69,0.31
"3098",21189,0.433,0.511
"3099",55095,0.463,0.527
"3100",18035,0.443,0.557
"3101",19075,0.467,0.518
"3102",32011,0.136,0.864
"3103",20059,0.478978495,0.459301075
"3104",29071,0.429,0.554
"3105",48151,0.533,0.344
"3106",38109,0.444583333,0.477083333
"3107",26115,0.472,0.481
"3108",47189,0.641,0.348
"3109",36019,0.265,0.735
"3110",20053,0.47,0.483333333
"3111",20055,0.445,0.455
"3112",5089,0.556,0.415
"3113",12017,0.563,0.392
"3114",48345,0.684,0.316
"3115",47125,0.652,0.332
"3116",18001,0.49,0.51
"3117",39003,0.566,0.421
"3118",17119,0.446,0.545
"3119",36071,0.515,0.485
"3120",12085,0.598,0.376
"3121",24047,0.558,0.36
"3122",20039,0.478978495,0.459301075
"3123",20159,0.45,0.47
"3124",53075,0.204,0.796
"3125",27003,0.486666667,0.443333333
"3126",26035,0.458,0.52
"3127",38047,0.444583333,0.477083333
"3128",18173,0.46,0.54
"3129",13081,0.801,0.189
"3130",48253,0.634,0.344
"3131",21053,0.579,0.356
"3132",22039,0.631,0.238
"3133",56017,0.5,0.5
"3134",17147,0.43,0.555
"3135",20201,0.478978495,0.459301075
"3136",46033,0.47,0.53
"3137",30031,0.41,0.57
"3138",51075,0.716,0.282
"3139",22041,0.655,0.22
"3140",5021,0.52,0.355
"3141",12055,0.614,0.34
"3142",35019,0.547,0.453
"3143",54021,0.283,0.53
"3144",48107,0.582,0.404
"3145",12031,0.672,0.306
"3146",8023,0.566,0.204
"3147",49009,0.067,0.867
"3148",5067,0.73,0.234
"3149",18075,0.496,0.504
"3150",18049,0.465,0.535
"3151",40067,0.294,0.517
"3152",27107,0.465952381,0.464285714
"3153",21191,0.366,0.515
"3154",30103,0.425,0.538
"3155",49057,0.169,0.828
"3156",28145,0.713,0.268
"3157",16039,0.328,0.664
"3158",48379,0.643,0.331
"3159",55051,0.439,0.546
"3160",38091,0.444583333,0.477083333
"3161",29159,0.448,0.535
"3162",54085,0.329,0.58
"3163",38063,0.444583333,0.477083333
"3164",12103,0.603,0.376
"3165",20199,0.478978495,0.459301075
"3166",21205,0.44,0.512
"3167",48407,0.72,0.248
"3168",31145,0.352,0.648
"3169",45075,0.887,0.11
"3170",26129,0.462,0.497
"3171",19171,0.529,0.471
"3172",20129,0.478978495,0.459301075
"3173",22093,0.822,0.126
"3174",21103,0.406,0.498
"3175",31133,0.725,0.275
"3176",48205,0.558,0.365
"3177",21167,0.391,0.526
"3178",6107,0.581,0.399
"3179",21239,0.463,0.477
"3180",42079,0.52,0.469
"3181",27143,0.465952381,0.464285714
"3182",37145,0.51,0.371
"3183",21061,0.495,0.471
"3184",13171,0.799,0.191
"3185",39145,0.537,0.446
"3186",55119,0.397,0.596
"3187",30077,0.418,0.512
"3188",51181,0.818,0.175
"3189",5039,0.568,0.296
"3190",39143,0.534,0.457
"3191",48177,0.723,0.253
"3192",18023,0.409,0.591
"3193",17025,0.449,0.521
"3194",28029,0.882,0.107
"3195",47033,0.785,0.191
"3196",5113,0.544,0.424
"3197",22103,0.572,0.363
