"","census_county_fips","primary16_clinton","primary16_sanders"
"2013",24031,0.67,0.311
"2014",45067,0.854,0.14
"2015",31151,0.551,0.449
"2016",29227,0.415,0.535
"2017",42021,0.471,0.501
"2018",54053,0.356,0.516
"2019",51113,0.591,0.407
"2020",37001,0.537,0.419
"2021",20111,0.49,0.46
"2022",51161,0.543,0.451
"2023",41055,0.453,0.547
"2024",39133,0.49,0.502
"2025",17169,0.544,0.433
"2026",47043,0.671,0.312
"2027",20061,0.465625,0.46625
"2028",29087,0.522,0.449
"2029",20075,0.478978495,0.459301075
"2030",47089,0.542,0.436
"2031",1057,0.767,0.172
"2032",8049,0.321,0.638
"2033",13267,0.761,0.225
"2034",18061,0.537,0.463
"2035",39079,0.583,0.401
"2036",26053,0.449,0.523
"2037",21075,0.466,0.362
"2038",8053,0.214,0.714
"2039",17091,0.457,0.536
"2040",48427,0.778,0.183
"2041",39161,0.519,0.454
"2042",27033,0.465952381,0.464285714
"2043",19095,0.51,0.49
"2044",34041,0.491,0.509
"2045",45047,0.774,0.212
"2046",28111,0.827,0.159
"2047",46039,0.593,0.407
"2048",45035,0.702,0.292
"2049",48059,0.441,0.533
"2050",39111,0.481,0.459
"2051",47165,0.643,0.344
"2052",27119,0.49,0.46
"2053",48347,0.652,0.338
"2054",48369,0.726,0.23
"2055",46023,0.514,0.486
"2056",48031,0.547,0.453
"2057",29023,0.527,0.454
"2058",18125,0.457,0.543
"2059",21047,0.502,0.399
"2060",51570,0.558,0.433
"2061",48003,0.661,0.33
"2062",8081,0.42,0.56
"2063",33027,0.381036672,0.599605761
"2064",19067,0.567,0.433
"2065",51159,0.8,0.192
"2066",51610,0.612,0.385
"2067",28037,0.841,0.144
"2068",18031,0.463,0.537
"2069",42029,0.557,0.44
"2070",51139,0.536,0.46
"2071",31143,0.534,0.466
"2072",51045,0.511,0.48
"2073",48113,0.715,0.278
"2074",29091,0.402,0.584
"2075",48257,0.697,0.296
"2076",27087,0.465952381,0.464285714
"2077",16067,0.333,0.654
"2078",51007,0.788,0.21
"2079",42041,0.514,0.479
"2080",9007,0.460384873,0.529532195
"2081",1079,0.777,0.162
"2082",20079,0.478978495,0.459301075
"2083",40065,0.386,0.498
"2084",19165,0.42,0.58
"2085",20083,0.478978495,0.459301075
"2086",13249,0.834,0.143
"2087",46055,0.303,0.697
"2088",47181,0.63,0.342
"2089",53057,0.265,0.735
"2090",35061,0.521,0.48
"2091",48445,0.59,0.347
"2092",46097,0.565,0.435
"2093",28041,0.84,0.137
"2094",46081,0.428,0.572
"2095",21091,0.425,0.497
"2096",21079,0.505,0.45
"2097",37105,0.546,0.381
"2098",19131,0.65,0.338
"2099",22077,0.767,0.161
"2100",19055,0.55,0.43
"2101",6043,0.47,0.512
"2102",1089,0.686,0.301
"2103",48325,0.698,0.284
"2104",16065,0.178,0.818
"2105",17135,0.483,0.493
"2106",2240,0.214166667,0.7825
"2107",28113,0.865,0.128
"2108",49029,0.26,0.693
"2109",1051,0.801,0.184
"2110",39009,0.382,0.612
"2111",4025,0.529,0.447
"2112",36059,0.626,0.374
"2113",18159,0.419,0.581
"2114",6003,0.456,0.535
"2115",20163,0.478978495,0.459301075
"2116",17165,0.459,0.507
"2117",6059,0.546,0.445
"2118",8091,0.355,0.645
"2119",21049,0.455,0.475
"2120",26015,0.354,0.628
"2121",36091,0.442,0.558
"2122",23001,0.504615385,0.443076923
"2123",45057,0.73,0.266
"2124",11049,0.779895432,0.21008905
"2125",40083,0.421,0.527
"2126",26101,0.396,0.582
"2127",51015,0.48,0.514
"2128",11045,0.779895432,0.21008905
"2129",19079,0.589,0.411
"2130",13147,0.723,0.27
"2131",28119,0.853,0.123
"2132",37093,0.597,0.311
"2133",31155,0.365,0.635
"2134",47157,0.801,0.193
"2135",16051,0.192,0.808
"2136",26141,0.477,0.488
"2137",21081,0.409,0.492
"2138",29093,0.438,0.535
"2139",38081,0.444583333,0.477083333
"2140",36113,0.383,0.617
"2141",51081,0.877,0.119
"2142",48291,0.715,0.26
"2143",47151,0.583,0.385
"2144",36103,0.547,0.453
"2145",8015,0.339,0.652
"2146",48403,0.664,0.284
"2147",39167,0.505,0.476
"2148",20041,0.4425,0.45
"2149",13199,0.854,0.138
"2150",48295,0.647,0.324
"2151",16019,0.209,0.791
"2152",21119,0.308,0.588
"2153",16001,0.182,0.805
"2154",48301,0.25,0.417
"2155",39005,0.491,0.495
"2156",50005,0.100100883,0.88990131
"2157",30011,0.447,0.553
"2158",19107,0.625,0.35
"2159",11077,0.779895432,0.21008905
"2160",21073,0.451,0.466
"2161",45069,0.89,0.105
"2162",6115,0.464,0.511
"2163",20051,0.57,0.4
"2164",42037,0.403,0.584
"2165",20021,0.478978495,0.459301075
"2166",48127,0.689,0.204
"2167",20037,0.432,0.5
"2168",29047,0.455,0.537
"2169",42059,0.521,0.45
"2170",21111,0.573,0.403
"2171",26121,0.439,0.537
"2172",13229,0.67,0.318
"2173",21203,0.457,0.488
"2174",29127,0.547,0.418
"2175",49021,0.181,0.815
"2176",45079,0.758,0.238
"2177",29069,0.609,0.377
"2178",29213,0.462,0.529
"2179",2270,0.251630754,0.748349657
"2180",13279,0.762,0.225
"2181",6087,0.442,0.553
"2182",17173,0.441,0.53
"2183",27145,0.465952381,0.464285714
"2184",27159,0.465952381,0.464285714
"2185",48099,0.627,0.358
"2186",42121,0.48,0.497
"2187",16081,0.21,0.778
"2188",19101,0.273,0.727
"2189",17177,0.502,0.488
"2190",22065,0.823,0.112
"2191",24023,0.408,0.471
"2192",23009,0.467777778,0.464444444
"2193",28013,0.849,0.136
"2194",38043,0.444583333,0.477083333
"2195",6013,0.594,0.399
"2196",21197,0.424,0.507
"2197",28131,0.775,0.205
"2198",32021,0.534,0.466
"2199",51037,0.791,0.202
"2200",29017,0.538,0.451
"2201",1013,0.921,0.065
"2202",55105,0.392,0.605
"2203",51041,0.661,0.335
"2204",28007,0.877,0.113
"2205",17195,0.48,0.514
"2206",25003,0.479979644,0.510006913
"2207",5011,0.832,0.149
"2208",37047,0.563,0.311
"2209",53053,0.265,0.733
"2210",33031,0.381036672,0.599605761
"2211",26009,0.361,0.621
"2212",29037,0.468,0.521
"2213",22003,0.551,0.306
"2214",32005,0.541,0.459
"2215",44005,0.420014579,0.559980742
"2216",28097,0.89,0.102
"2217",45045,0.641,0.355
"2218",55109,0.46,0.533
"2219",34021,0.662,0.338
"2220",41043,0.419,0.581
"2221",54045,0.235,0.505
"2222",13099,0.892,0.101
"2223",48473,0.675,0.308
"2224",45063,0.609,0.386
"2225",48219,0.583,0.369
"2226",28137,0.851,0.144
"2227",49055,0.297,0.693
"2228",48373,0.713,0.267
"2229",31073,0.414,0.586
"2230",21139,0.344,0.524
"2231",41031,0.48,0.52
"2232",2230,0.215653911,0.782482561
"2233",21109,0.359,0.59
"2234",29131,0.465,0.517
"2235",27053,0.460833333,0.466666667
"2236",12133,0.471,0.429
"2237",29185,0.499,0.47
"2238",33003,0.363534046,0.636465954
"2239",27121,0.465952381,0.464285714
"2240",44007,0.43998532,0.530020034
"2241",20125,0.45,0.46
"2242",51023,0.557,0.436
"2243",17037,0.331,0.665
"2244",39025,0.494,0.5
"2245",17033,0.501,0.479
"2246",19007,0.547,0.453
"2247",51003,0.545,0.45
"2248",34013,0.732,0.268
"2249",48399,0.576,0.396
"2250",39105,0.499,0.472
"2251",37147,0.57,0.363
"2252",28081,0.769,0.225
"2253",20003,0.51,0.44
"2254",6073,0.551,0.441
"2255",20133,0.47,0.444
"2256",27025,0.465952381,0.464285714
"2257",31123,0.419,0.581
"2258",38075,0.444583333,0.477083333
"2259",36073,0.426,0.574
"2260",17155,0.464,0.52
"2261",5043,0.678,0.257
"2262",50023,0.120102788,0.869903943
"2263",54017,0.288,0.589
"2264",53077,0.237,0.757
"2265",20203,0.478978495,0.459301075
"2266",21037,0.481,0.475
"2267",33001,0.36814346,0.63185654
"2268",28129,0.814,0.168
"2269",37115,0.345,0.587
"2270",13013,0.617,0.372
"2271",35037,0.515,0.485
"2272",18155,0.512,0.488
"2273",27067,0.465952381,0.464285714
"2274",35057,0.499,0.501
"2275",34015,0.562,0.438
"2276",31173,0.471,0.529
"2277",31095,0.414,0.586
"2278",27051,0.465952381,0.464285714
"2279",26075,0.427,0.55
"2280",55113,0.369,0.626
"2281",12051,0.606,0.339
"2282",17065,0.428,0.497
"2283",29510,0.55,0.443
"2284",20183,0.478978495,0.459301075
"2285",28071,0.643,0.35
"2286",39107,0.535,0.444
"2287",28039,0.721,0.252
"2288",48227,0.635,0.347
"2289",21151,0.416,0.53
"2290",55069,0.414,0.583
"2291",17031,0.539747826,0.45024997
"2292",11001,0.7795,0.2069
"2293",5085,0.654,0.321
"2294",54057,0.38,0.493
"2295",48343,0.733,0.229
"2296",27069,0.465952381,0.464285714
"2297",21179,0.476,0.466
"2298",1113,0.728,0.164
"2299",26089,0.377,0.61
"2300",22071,0.747,0.241
"2301",49035,0.209,0.788
"2302",21153,0.427,0.523
"2303",29139,0.494,0.485
"2304",17129,0.444,0.547
"2305",29520,0.529722924,0.460262579
"2306",17035,0.396,0.563
"2307",17023,0.447,0.53
"2308",28025,0.86,0.127
"2309",30079,0.49,0.449
"2310",29209,0.469,0.515
"2311",31177,0.493,0.507
"2312",28059,0.761,0.229
"2313",47101,0.492,0.483
"2314",17043,0.474,0.523
"2315",28069,0.892,0.094
"2316",26047,0.339,0.641
"2317",21009,0.372,0.499
"2318",16063,0.385,0.564
"2319",31087,0.6,0.4
"2320",29205,0.511,0.426
"2321",55097,0.349,0.647
"2322",55121,0.448,0.548
"2323",8123,0.385,0.607
"2324",21083,0.318,0.513
"2325",54077,0.313,0.562
"2326",29215,0.463,0.512
"2327",17089,0.435,0.562
"2328",13137,0.52,0.473
"2329",48331,0.678,0.296
"2330",48271,0.608,0.308
"2331",48313,0.754,0.229
"2332",17197,0.471,0.524
"2333",8067,0.358,0.641
"2334",21035,0.358,0.55
"2335",55029,0.461,0.536
"2336",8037,0.352,0.637
"2337",55078,0.364,0.633
"2338",17083,0.435,0.545
"2339",31129,0.486,0.514
"2340",21013,0.447,0.456
"2341",11047,0.779895432,0.21008905
"2342",26119,0.487,0.476
"2343",31119,0.392,0.608
"2344",42083,0.457,0.527
"2345",12005,0.526,0.417
"2346",19017,0.533,0.453
"2347",8111,0.289,0.711
"2348",21131,0.438,0.527
"2349",55107,0.425,0.569
"2350",56025,0.526,0.474
"2351",47147,0.685,0.295
"2352",27099,0.44,0.5
"2353",6061,0.569,0.42
"2354",19015,0.45,0.55
"2355",26087,0.403,0.565
"2356",38059,0.425,0.48
"2357",21171,0.508,0.44
"2358",19061,0.522,0.474
"2359",37139,0.652,0.298
"2360",39153,0.566,0.429
"2361",20151,0.478978495,0.459301075
"2362",42043,0.569,0.424
"2363",28017,0.831,0.156
"2364",49025,0.21,0.782
"2365",48017,0.712,0.246
"2366",5129,0.564,0.418
"2367",22049,0.659,0.213
"2368",26157,0.426,0.544
"2369",54079,0.401,0.513
"2370",21137,0.477,0.455
"2371",39073,0.523,0.46
"2372",51073,0.591,0.405
"2373",8121,0.435,0.522
"2374",54035,0.4,0.499
"2375",55089,0.488,0.51
"2376",35013,0.557,0.443
"2377",46041,0.346,0.654
"2378",36043,0.44,0.56
"2379",1127,0.671,0.275
"2380",48191,0.643,0.286
"2381",8101,0.517,0.467
"2382",31185,0.33,0.67
"2383",40049,0.327,0.541
"2384",28045,0.62,0.368
"2385",42091,0.59,0.407
"2386",26139,0.344,0.642
"2387",51141,0.488,0.503
"2388",48069,0.738,0.233
"2389",13001,0.756,0.219
"2390",19121,0.533,0.467
"2391",22127,0.635,0.251
"2392",21149,0.381,0.501
"2393",21015,0.518,0.441
"2394",51033,0.743,0.25
"2395",29151,0.477,0.495
"2396",35041,0.418,0.582
"2397",29129,0.519,0.474
"2398",45055,0.771,0.224
"2399",11051,0.779895432,0.21008905
"2400",18117,0.477,0.523
"2401",29195,0.514,0.455
"2402",30005,0.385,0.544
"2403",54105,0.292,0.56
"2404",28077,0.85,0.137
"2405",26091,0.437,0.539
"2406",17143,0.52,0.474
"2407",49045,0.195,0.8
"2408",2180,0.259634766,0.740357422
"2409",41013,0.452,0.548
"2410",19011,0.56,0.44
"2411",48483,0.597,0.371
"2412",51043,0.514,0.477
"2413",19027,0.63,0.37
"2414",29173,0.545,0.409
"2415",16029,0.3,0.7
"2416",16025,0.368,0.579
"2417",46047,0.405,0.595
"2418",8073,0.476,0.333
"2419",38097,0.444583333,0.477083333
"2420",18145,0.448,0.552
"2421",39165,0.533,0.463
"2422",46071,0.461,0.539
"2423",38037,0.444583333,0.477083333
"2424",27095,0.52,0.44
"2425",29117,0.485,0.486
"2426",48447,0.619,0.381
"2427",17093,0.412,0.584
"2428",56043,0.667,0.333
"2429",48333,0.532,0.436
"2430",47143,0.576,0.379
"2431",29147,0.416,0.561
"2432",13221,0.605,0.386
"2433",20095,0.478978495,0.459301075
"2434",31109,0.383,0.617
"2435",39127,0.567,0.414
"2436",17145,0.468,0.51
"2437",8107,0.357,0.63
"2438",6077,0.598,0.388
"2439",40121,0.316,0.558
"2440",27097,0.465952381,0.464285714
"2441",48389,0.596,0.297
"2442",39117,0.521,0.463
"2443",48317,0.59,0.279
"2444",36123,0.452,0.548
"2445",37123,0.549,0.355
"2446",30057,0.446,0.516
"2447",40113,0.475,0.462
"2448",18097,0.504,0.496
"2449",46137,0.411,0.589
"2450",4021,0.621,0.344
"2451",45081,0.837,0.157
"2452",27077,0.465952381,0.464285714
"2453",1099,0.909,0.076
"2454",21195,0.261,0.543
"2455",1109,0.837,0.145
"2456",48415,0.616,0.34
"2457",5035,0.764,0.163
"2458",17133,0.442,0.546
"2459",37107,0.641,0.264
"2460",21005,0.36,0.524
"2461",41007,0.441,0.559
"2462",40053,0.319,0.571
"2463",19045,0.486,0.514
"2464",21161,0.441,0.47
"2465",38025,0.444583333,0.477083333
"2466",56007,0.571,0.429
"2467",20179,0.478978495,0.459301075
"2468",31091,0.429,0.571
"2469",12099,0.715,0.272
"2470",5115,0.576,0.4
"2471",12027,0.526,0.387
"2472",48377,0.574,0.331
"2473",47139,0.479,0.352
"2474",30099,0.405,0.497
"2475",40033,0.297,0.564
"2476",51790,0.448,0.548
"2477",45009,0.883,0.105
"2478",36053,0.445,0.555
"2479",51169,0.562,0.429
"2480",18153,0.421,0.579
"2481",20139,0.478978495,0.459301075
"2482",51125,0.562,0.431
"2483",26137,0.38,0.593
"2484",2130,0.170498489,0.829493454
"2485",56009,0.4,0.6
"2486",11067,0.779895432,0.21008905
"2487",22123,0.49,0.315
"2488",13315,0.868,0.118
"2489",16055,0.24,0.759
"2490",5073,0.687,0.248
"2491",45019,0.66,0.334
"2492",46135,0.549,0.451
"2493",31127,0.473,0.527
"2494",13023,0.777,0.206
"2495",56999,0.448368101,0.548696976
"2496",36047,0.6,0.4
"2497",21127,0.353,0.524
"2498",2016,0.219964307,0.780017847
"2499",12011,0.725,0.264
"2500",18179,0.489,0.511
"2501",20165,0.478978495,0.459301075
"2502",48367,0.545,0.446
"2503",19047,0.451,0.417
"2504",12049,0.527,0.391
"2505",13091,0.795,0.194
"2506",16075,0.336,0.664
"2507",2195,0.199761092,0.800238908
"2508",29181,0.491,0.473
"2509",36063,0.463,0.537
"2510",27155,0.465952381,0.464285714
"2511",13065,0.795,0.181
"2512",1047,0.744,0.154
"2513",13281,0.529,0.451
"2514",30053,0.423,0.535
"2515",27049,0.465952381,0.464285714
"2516",51750,0.416,0.577
"2517",38099,0.33,0.52
"2518",54081,0.346,0.524
"2519",26073,0.332,0.657
"2520",31089,0.556,0.444
"2521",28063,0.89,0.101
"2522",29083,0.517,0.461
"2523",24033,0.742,0.242
"2524",20189,0.478978495,0.459301075
"2525",55099,0.378,0.616
"2526",40045,0.233,0.641
"2527",39147,0.496,0.492
"2528",37177,0.493,0.365
"2529",39173,0.458,0.537
"2530",29043,0.408,0.584
"2531",27029,0.465952381,0.464285714
"2532",45041,0.78,0.214
"2533",28057,0.692,0.277
"2534",18047,0.547,0.453
"2535",49003,0.242,0.755
"2536",27071,0.465952381,0.464285714
"2537",38017,0.47,0.454
"2538",45023,0.796,0.2
"2539",17131,0.513,0.466
"2540",13225,0.837,0.158
"2541",39085,0.543,0.449
"2542",8063,0.407,0.593
"2543",13071,0.761,0.222
"2544",53047,0.13,0.87
"2545",46085,0.5,0.5
"2546",17039,0.454,0.533
"2547",38049,0.444583333,0.477083333
"2548",54087,0.391,0.529
"2549",38015,0.485,0.49
"2550",51049,0.799,0.198
"2551",20071,0.478978495,0.459301075
"2552",11057,0.779895432,0.21008905
"2553",48431,0.5,0.4
"2554",1041,0.878,0.103
"2555",13067,0.635,0.362
"2556",30025,0.586,0.362
"2557",51515,0.635588992,0.359832052
"2558",36081,0.616,0.384
"2559",48139,0.695,0.292
"2560",48357,0.53,0.439
"2561",48393,0.6,0.4
"2562",37109,0.513,0.418
"2563",56033,0.5,0.5
"2564",23025,0.449090909,0.480909091
"2565",40141,0.332,0.537
"2566",40145,0.435,0.491
"2567",39031,0.536,0.445
"2568",30001,0.417,0.55
"2569",29153,0.421,0.568
"2570",41057,0.462,0.538
"2571",54099,0.306,0.459
"2572",20109,0.43,0.43
"2573",5091,0.761,0.208
"2574",41005,0.485,0.515
"2575",29187,0.453,0.53
"2576",37183,0.534,0.448
"2577",6051,0.449,0.546
"2578",2090,0.234320557,0.756829268
"2579",29097,0.371,0.62
"2580",47167,0.711,0.281
"2581",17055,0.421,0.539
"2582",30029,0.421,0.555
"2583",51111,0.836,0.16
"2584",53039,0.167,0.833
"2585",21001,0.496,0.437
"2586",38061,0.444583333,0.477083333
"2587",18101,0.456,0.544
"2588",41073,0.422294837,0.55596533
"2589",22057,0.505,0.36
"2590",12083,0.627,0.341
"2591",6075,0.556,0.439
"2592",21117,0.49,0.465
"2593",51121,0.407,0.59
"2594",29149,0.53,0.45
"2595",33005,0.292906957,0.707093043
"2596",18095,0.481,0.519
"2597",28003,0.708,0.264
"2598",35023,0.615,0.385
"2599",13255,0.786,0.206
"2600",51710,0.692,0.304
"2601",40119,0.389,0.567
"2602",28027,0.823,0.158
"2603",48105,0.377,0.34
"2604",18039,0.408,0.592
"2605",16069,0.286,0.707
"2606",47011,0.552,0.437
"2607",19141,0.51,0.473
"2608",39035,0.632,0.363
"2609",22037,0.776,0.146
"2610",17073,0.507,0.484
"2611",51171,0.505,0.489
"2612",53059,0.098,0.902
"2613",12053,0.596,0.37
"2614",36035,0.389,0.611
"2615",51147,0.758,0.233
"2616",39069,0.5,0.487
"2617",6105,0.373,0.608
"2618",55087,0.396,0.601
"2619",22119,0.748,0.174
"2620",42009,0.49,0.488
"2621",51580,0.735,0.256
"2622",22115,0.495,0.358
"2623",41059,0.467,0.533
"2624",27135,0.465952381,0.464285714
"2625",23021,0.5075,0.42
"2626",12109,0.57,0.407
"2627",27129,0.465952381,0.464285714
"2628",37099,0.381,0.57
"2629",47087,0.653,0.315
"2630",47145,0.601,0.379
"2631",15007,0.228,0.771
"2632",39075,0.488,0.485
"2633",48231,0.605,0.386
"2634",20127,0.478978495,0.459301075
"2635",55067,0.45,0.542
"2636",36021,0.429,0.571
"2637",47059,0.534,0.442
"2638",37007,0.661,0.262
"2639",50019,0.12001835,0.879962709
"2640",46037,0.628,0.372
"2641",54047,0.299,0.555
"2642",37159,0.527,0.416
"2643",28089,0.834,0.161
"2644",8039,0.379,0.613
"2645",37083,0.667,0.248
"2646",17191,0.417,0.541
"2647",28155,0.819,0.163
"2648",48049,0.585,0.389
"2649",8035,0.496,0.497
"2650",51191,0.541,0.45
"2651",24039,0.626,0.294
"2652",20135,0.478978495,0.459301075
"2653",48115,0.702,0.26
"2654",37073,0.617,0.293
"2655",47131,0.653,0.297
"2656",5139,0.503,0.33
"2657",47025,0.617,0.354
"2658",24011,0.514,0.412
"2659",30091,0.478,0.43
"2660",18113,0.471,0.529
"2661",40009,0.312,0.554
"2662",55101,0.489,0.508
"2663",31153,0.404,0.596
"2664",13093,0.884,0.109
"2665",38095,0.444583333,0.477083333
"2666",26159,0.397,0.585
"2667",17057,0.451,0.533
"2668",17151,0.372,0.601
"2669",20007,0.478978495,0.459301075
"2670",37141,0.564,0.368
"2671",47177,0.643,0.327
"2672",48405,0.83,0.141
"2673",45073,0.596,0.396
"2674",6065,0.599,0.39
"2675",23027,0.474,0.462
"2676",56001,0.242,0.758
"2677",20155,0.47,0.464
"2678",22075,0.716,0.227
"2679",22055,0.597,0.355
"2680",51770,0.59,0.407
"2681",36083,0.416,0.584
"2682",39027,0.485,0.503
"2683",12035,0.658,0.319
"2684",32073,0.528157928,0.471767887
"2685",21173,0.458,0.47
"2686",23007,0.49,0.453333333
"2687",13109,0.785,0.192
"2688",48261,0.594,0.302
"2689",40025,0.175,0.54
"2690",27035,0.465952381,0.464285714
"2691",11083,0.779895432,0.21008905
"2692",17121,0.477,0.498
"2693",37117,0.618,0.274
"2694",22105,0.657,0.255
"2695",31079,0.447,0.553
"2696",37079,0.587,0.294
"2697",39045,0.553,0.438
"2698",48371,0.554,0.332
"2699",18115,0.582,0.418
"2700",20131,0.396666667,0.483333333
"2701",51820,0.503,0.49
"2702",28011,0.854,0.139
"2703",28147,0.885,0.105
"2704",20147,0.478978495,0.459301075
"2705",55033,0.36,0.635
"2706",47015,0.645,0.32
"2707",31161,0.385,0.615
"2708",28135,0.874,0.108
"2709",5083,0.689,0.282
"2710",30043,0.456,0.501
"2711",47175,0.676,0.268
"2712",30061,0.434,0.534
"2713",55049,0.402,0.594
"2714",47133,0.591,0.319
"2715",13241,0.541,0.444
"2716",21141,0.438,0.46
"2717",16005,0.2,0.797
"2718",21089,0.438,0.477
"2719",41029,0.437,0.563
"2720",47045,0.715,0.265
"2721",31035,0.255,0.745
"2722",30087,0.38,0.547
"2723",35165,0.516843221,0.483269461
"2724",48493,0.714,0.268
"2725",55111,0.385,0.612
"2726",29057,0.481,0.51
"2727",39129,0.556,0.432
"2728",37163,0.657,0.269
"2729",42011,0.483,0.507
"2730",51005,0.633,0.36
"2731",45007,0.669,0.324
"2732",47007,0.607,0.328
"2733",38057,0.444583333,0.477083333
"2734",21019,0.447,0.461
"2735",47113,0.807,0.185
"2736",17009,0.492,0.48
"2737",51009,0.652,0.341
"2738",45091,0.635,0.361
"2739",42001,0.482,0.509
"2740",51840,0.51,0.484
"2741",48305,0.583,0.417
"2742",39015,0.583,0.398
"2743",53069,0.105,0.895
"2744",21233,0.287,0.485
"2745",27039,0.49,0.46
"2746",12069,0.635,0.338
"2747",17003,0.6,0.338
"2748",54013,0.236,0.606
"2749",27115,0.49,0.46
"2750",20081,0.478978495,0.459301075
"2751",17027,0.412,0.575
"2752",20191,0.525,0.43
"2753",29225,0.44,0.548
"2754",19057,0.467,0.533
"2755",56015,0.6,0.4
"2756",55083,0.481,0.513
"2757",29031,0.466,0.524
"2758",29161,0.384,0.589
"2759",31053,0.526,0.474
"2760",22011,0.535,0.308
"2761",54067,0.295,0.529
"2762",46031,0.437,0.563
"2763",53051,0.222,0.778
"2764",5041,0.686,0.23
"2765",13043,0.783,0.199
"2766",29186,0.503,0.476
"2767",24017,0.683,0.282
"2768",28083,0.904,0.095
"2769",42093,0.479,0.503
"2770",12025,0.641328976,0.33493735
"2771",51595,0.88805296,0.111897196
"2772",34025,0.582,0.418
"2773",39057,0.494,0.5
"2774",48319,0.627,0.352
"2775",21097,0.414,0.495
"2776",18183,0.436,0.564
"2777",39101,0.569,0.42
"2778",45025,0.828,0.167
"2779",11011,0.779895432,0.21008905
"2780",19003,0.568,0.432
"2781",12015,0.621,0.354
"2782",13313,0.533,0.454
"2783",41009,0.419,0.581
"2784",12087,0.553,0.428
"2785",19197,0.547,0.453
"2786",22031,0.771,0.163
"2787",2282,0.130651163,0.869348837
"2788",2275,0.215653911,0.782482561
"2789",47019,0.476,0.51
"2790",48467,0.641,0.335
"2791",19091,0.555,0.445
"2792",12059,0.283,0.517
"2793",18141,0.472,0.528
"2794",20091,0.505227273,0.4475
"2795",26057,0.394,0.603
"2796",35031,0.591,0.409
"2797",1027,0.818,0.137
"2798",40137,0.312,0.561
"2799",29179,0.471,0.467
"2800",51730,0.854,0.143
"2801",48381,0.511,0.476
"2802",27081,0.5,0.4
"2803",27141,0.32,0.51
"2804",9003,0.52975407,0.450252566
"2805",42025,0.487,0.499
"2806",35049,0.506,0.494
"2807",39051,0.487,0.503
"2808",37013,0.556,0.349
"2809",53067,0.22,0.778
"2810",16073,0.355,0.645
"2811",55129,0.424,0.568
"2812",39081,0.547,0.423
"2813",16085,0.269,0.731
"2814",45013,0.733,0.263
"2815",8125,0.536,0.393
"2816",5143,0.513,0.479
"2817",46079,0.515,0.485
"2818",53009,0.31,0.686
"2819",42015,0.488,0.497
"2820",31171,1,0
"2821",24001,0.418,0.447
"2822",46009,0.533,0.467
"2823",55063,0.369,0.628
"2824",27169,0.465952381,0.464285714
"2825",19135,0.433,0.446
"2826",11031,0.779895432,0.21008905
"2827",36057,0.421,0.579
"2828",26105,0.406,0.577
"2829",22121,0.734,0.199
"2830",28091,0.875,0.115
"2831",27171,0.465952381,0.464285714
"2832",39097,0.568,0.428
"2833",38051,0.444583333,0.477083333
"2834",47185,0.606,0.353
"2835",51103,0.743,0.248
"2836",45059,0.784,0.212
"2837",48269,0.667,0.333
"2838",51079,0.487,0.508
"2839",21099,0.397,0.516
"2840",21115,0.329,0.555
"2841",8099,0.69,0.31
"2842",49053,0.304,0.695
"2843",53061,0.238,0.761
"2844",51600,0.594,0.401
"2845",48117,0.678,0.292
"2846",32013,0.338,0.663
"2847",21069,0.407,0.523
"2848",40063,0.33,0.537
"2849",24035,0.536,0.403
"2850",38003,0.3,0.49
"2851",48419,0.778,0.202
"2852",30009,0.456,0.508
"2853",27027,0.465952381,0.464285714
"2854",15001,0.226,0.773
"2855",13077,0.665,0.327
"2856",39049,0.553,0.444
"2857",37061,0.612,0.292
"2858",18119,0.374,0.626
"2859",48019,0.555,0.43
"2860",42007,0.567,0.418
"2861",20015,0.458181818,0.460909091
"2862",31021,0.563,0.438
"2863",21063,0.357,0.526
"2864",29005,0.445,0.546
"2865",55059,0.425,0.572
"2866",26027,0.484,0.491
"2867",37181,0.64,0.28
"2868",13277,0.759,0.227
"2869",25011,0.291195183,0.698773604
"2870",27045,0.465952381,0.464285714
"2871",18017,0.407,0.593
"2872",26001,0.487,0.479
"2873",42069,0.565,0.425
"2874",47159,0.706,0.273
"2875",26023,0.434,0.536
"2876",34001,0.618,0.382
"2877",11055,0.779895432,0.21008905
"2878",55013,0.494,0.503
"2879",55131,0.453,0.544
"2880",51036,0.856,0.14
"2881",55009,0.424,0.573
"2882",1119,0.809,0.113
"2883",1131,0.843,0.104
"2884",29003,0.399,0.584
"2885",17005,0.447,0.534
"2886",12047,0.547,0.346
"2887",51001,0.72,0.274
"2888",26165,0.329,0.65
"2889",39135,0.522,0.464
"2890",50027,0.160034103,0.839949966
"2891",39021,0.519,0.466
"2892",56103,0.448368101,0.548696976
"2893",37043,0.528,0.385
"2894",53033,0.326,0.673
"2895",4003,0.565,0.397
"2896",6029,0.573,0.404
"2897",51063,0.297,0.7
"2898",13011,0.49,0.481
"2899",13127,0.687,0.306
"2900",26127,0.382,0.598
"2901",30071,0.457,0.514
"2902",16049,0.348,0.652
"2903",21031,0.511,0.421
"2904",51630,0.527,0.467
"2905",39121,0.539,0.417
"2906",42057,0.489,0.487
"2907",28109,0.724,0.262
"2908",54001,0.356,0.516
"2909",13097,0.746,0.25
"2910",5099,0.592,0.28
"2911",39067,0.532,0.438
"2912",48455,0.718,0.252
"2913",36099,0.472,0.528
"2914",42031,0.493,0.488
"2915",16041,0.403,0.581
